"observation_id","checking_balance","months_loan_duration","credit_history","purpose","amount","savings_balance","employment_length","installment_rate","personal_status","other_debtors","residence_history","property","age","installment_plan","housing","existing_credits","default","dependents","telephone","foreign_worker","job"
830,"1 - 200 DM",48,"delayed","business",6681,"unknown","1 - 4 yrs",4,"single male","none",4,"unknown/none",38,"none","for free",1,1,2,"yes","yes","skilled employee"
831,"unknown",24,"delayed","business",2375,"501 - 1000 DM","1 - 4 yrs",4,"single male","none",2,"other",44,"none","own",2,1,2,"yes","yes","skilled employee"
832,"< 0 DM",18,"repaid","car (new)",1216,"< 100 DM","0 - 1 yrs",4,"female","none",3,"other",23,"none","rent",1,2,1,"yes","yes","skilled employee"
833,"< 0 DM",45,"fully repaid","business",11816,"< 100 DM","> 7 yrs",2,"single male","none",4,"other",29,"none","rent",2,2,1,"none","yes","skilled employee"
834,"1 - 200 DM",24,"repaid","radio/tv",5084,"unknown","> 7 yrs",2,"female","none",4,"other",42,"none","own",1,1,1,"yes","yes","skilled employee"
835,"> 200 DM",15,"repaid","radio/tv",2327,"< 100 DM","0 - 1 yrs",2,"female","none",3,"real estate",25,"none","own",1,2,1,"none","yes","unskilled resident"
836,"< 0 DM",12,"fully repaid","car (new)",1082,"< 100 DM","1 - 4 yrs",4,"single male","none",4,"other",48,"bank","own",2,2,1,"none","yes","skilled employee"
837,"unknown",12,"repaid","radio/tv",886,"unknown","1 - 4 yrs",4,"female","none",2,"other",21,"none","own",1,1,1,"none","yes","skilled employee"
838,"unknown",4,"repaid","furniture",601,"< 100 DM","0 - 1 yrs",1,"female","none",3,"real estate",23,"none","rent",1,1,2,"none","yes","unskilled resident"
839,"< 0 DM",24,"critical","car (used)",2957,"< 100 DM","> 7 yrs",4,"single male","none",4,"building society savings",63,"none","own",2,1,1,"yes","yes","skilled employee"
840,"unknown",24,"critical","radio/tv",2611,"< 100 DM","> 7 yrs",4,"married male","co-applicant",3,"real estate",46,"none","own",2,1,1,"none","yes","skilled employee"
841,"< 0 DM",36,"repaid","furniture",5179,"< 100 DM","4 - 7 yrs",4,"single male","none",2,"building society savings",29,"none","own",1,2,1,"none","yes","skilled employee"
842,"unknown",21,"delayed","car (used)",2993,"< 100 DM","1 - 4 yrs",3,"single male","none",2,"real estate",28,"stores","own",2,1,1,"none","yes","unskilled resident"
843,"unknown",18,"repaid","repairs",1943,"< 100 DM","0 - 1 yrs",4,"female","none",4,"real estate",23,"none","own",1,2,1,"none","yes","skilled employee"
844,"unknown",24,"fully repaid this bank","business",1559,"< 100 DM","4 - 7 yrs",4,"single male","none",4,"other",50,"bank","own",1,1,1,"yes","yes","skilled employee"
845,"unknown",18,"repaid","furniture",3422,"< 100 DM","> 7 yrs",4,"single male","none",4,"building society savings",47,"bank","own",3,1,2,"yes","yes","skilled employee"
846,"1 - 200 DM",21,"repaid","furniture",3976,"unknown","4 - 7 yrs",2,"single male","none",3,"other",35,"none","own",1,1,1,"yes","yes","skilled employee"
847,"unknown",18,"repaid","car (new)",6761,"unknown","1 - 4 yrs",2,"single male","none",4,"other",68,"none","rent",2,2,1,"none","yes","skilled employee"
848,"unknown",24,"repaid","car (new)",1249,"< 100 DM","0 - 1 yrs",4,"married male","none",2,"real estate",28,"none","own",1,1,1,"none","yes","skilled employee"
849,"< 0 DM",9,"repaid","radio/tv",1364,"< 100 DM","4 - 7 yrs",3,"single male","none",4,"real estate",59,"none","own",1,1,1,"none","yes","skilled employee"
850,"< 0 DM",12,"repaid","radio/tv",709,"< 100 DM","> 7 yrs",4,"single male","none",4,"real estate",57,"stores","own",1,2,1,"none","yes","unskilled resident"
851,"< 0 DM",20,"critical","car (new)",2235,"< 100 DM","1 - 4 yrs",4,"married male","guarantor",2,"building society savings",33,"bank","rent",2,2,1,"none","no","skilled employee"
852,"unknown",24,"critical","car (used)",4042,"unknown","4 - 7 yrs",3,"single male","none",4,"building society savings",43,"none","own",2,1,1,"yes","yes","skilled employee"
853,"unknown",15,"critical","radio/tv",1471,"< 100 DM","1 - 4 yrs",4,"single male","none",4,"unknown/none",35,"none","for free",2,1,1,"yes","yes","skilled employee"
854,"< 0 DM",18,"fully repaid this bank","car (new)",1442,"< 100 DM","4 - 7 yrs",4,"single male","none",4,"unknown/none",32,"none","for free",2,2,2,"none","yes","unskilled resident"
855,"unknown",36,"delayed","car (new)",10875,"< 100 DM","> 7 yrs",2,"single male","none",2,"other",45,"none","own",2,1,2,"yes","yes","skilled employee"
856,"unknown",24,"repaid","car (new)",1474,"101 - 500 DM","0 - 1 yrs",4,"married male","none",3,"real estate",33,"none","own",1,1,1,"yes","yes","skilled employee"
857,"unknown",10,"repaid","retraining",894,"unknown","4 - 7 yrs",4,"female","none",3,"building society savings",40,"none","own",1,1,1,"yes","yes","skilled employee"
858,"unknown",15,"critical","furniture",3343,"< 100 DM","1 - 4 yrs",4,"single male","none",2,"unknown/none",28,"none","for free",1,1,1,"yes","yes","skilled employee"
859,"< 0 DM",15,"repaid","car (new)",3959,"< 100 DM","1 - 4 yrs",3,"female","none",2,"building society savings",29,"none","own",1,2,1,"yes","yes","skilled employee"
860,"unknown",9,"repaid","car (new)",3577,"101 - 500 DM","1 - 4 yrs",1,"single male","guarantor",2,"real estate",26,"none","rent",1,1,2,"none","no","skilled employee"
861,"unknown",24,"critical","car (used)",5804,"> 1000 DM","1 - 4 yrs",4,"single male","none",2,"real estate",27,"none","own",2,1,1,"none","yes","skilled employee"
862,"unknown",18,"delayed","business",2169,"< 100 DM","1 - 4 yrs",4,"married male","none",2,"other",28,"none","own",1,2,1,"yes","yes","skilled employee"
863,"< 0 DM",24,"repaid","radio/tv",2439,"< 100 DM","0 - 1 yrs",4,"female","none",4,"real estate",35,"none","own",1,2,1,"yes","yes","skilled employee"
864,"unknown",27,"critical","furniture",4526,"> 1000 DM","0 - 1 yrs",4,"single male","none",2,"real estate",32,"stores","own",2,1,2,"yes","yes","unskilled resident"
865,"unknown",10,"repaid","furniture",2210,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"real estate",25,"bank","rent",1,2,1,"none","yes","unskilled resident"
866,"unknown",15,"repaid","furniture",2221,"501 - 1000 DM","1 - 4 yrs",2,"female","none",4,"other",20,"none","rent",1,1,1,"none","yes","skilled employee"
867,"< 0 DM",18,"repaid","radio/tv",2389,"< 100 DM","0 - 1 yrs",4,"female","none",1,"other",27,"stores","own",1,1,1,"none","yes","skilled employee"
868,"unknown",12,"critical","furniture",3331,"< 100 DM","> 7 yrs",2,"single male","none",4,"building society savings",42,"stores","own",1,1,1,"none","yes","skilled employee"
869,"unknown",36,"repaid","business",7409,"unknown","> 7 yrs",3,"single male","none",2,"building society savings",37,"none","own",2,1,1,"none","yes","skilled employee"
870,"< 0 DM",12,"repaid","furniture",652,"< 100 DM","> 7 yrs",4,"female","none",4,"building society savings",24,"none","rent",1,1,1,"none","yes","skilled employee"
871,"unknown",36,"delayed","furniture",7678,"501 - 1000 DM","4 - 7 yrs",2,"female","none",4,"other",40,"none","own",2,1,1,"yes","yes","skilled employee"
872,"> 200 DM",6,"critical","car (new)",1343,"< 100 DM","> 7 yrs",1,"single male","none",4,"real estate",46,"none","own",2,1,2,"none","no","skilled employee"
873,"< 0 DM",24,"critical","business",1382,"101 - 500 DM","4 - 7 yrs",4,"single male","none",1,"real estate",26,"none","own",2,1,1,"yes","yes","skilled employee"
874,"unknown",15,"repaid","domestic appliances",874,"unknown","0 - 1 yrs",4,"female","none",1,"real estate",24,"none","own",1,1,1,"none","yes","skilled employee"
875,"< 0 DM",12,"repaid","furniture",3590,"< 100 DM","1 - 4 yrs",2,"single male","co-applicant",2,"building society savings",29,"none","own",1,1,2,"none","yes","unskilled resident"
876,"1 - 200 DM",11,"critical","car (new)",1322,"> 1000 DM","1 - 4 yrs",4,"female","none",4,"other",40,"none","own",2,1,1,"none","yes","skilled employee"
877,"< 0 DM",18,"fully repaid this bank","radio/tv",1940,"< 100 DM","0 - 1 yrs",3,"single male","co-applicant",4,"unknown/none",36,"bank","for free",1,1,1,"yes","yes","mangement self-employed"
878,"unknown",36,"repaid","radio/tv",3595,"< 100 DM","> 7 yrs",4,"single male","none",2,"other",28,"none","own",1,1,1,"none","yes","skilled employee"
879,"< 0 DM",9,"repaid","car (new)",1422,"< 100 DM","0 - 1 yrs",3,"single male","none",2,"unknown/none",27,"none","for free",1,2,1,"yes","yes","mangement self-employed"
880,"unknown",30,"critical","radio/tv",6742,"unknown","4 - 7 yrs",2,"single male","none",3,"building society savings",36,"none","own",2,1,1,"none","yes","skilled employee"
881,"unknown",24,"repaid","car (used)",7814,"< 100 DM","4 - 7 yrs",3,"single male","none",3,"other",38,"none","own",1,1,1,"yes","yes","mangement self-employed"
882,"unknown",24,"repaid","car (used)",9277,"unknown","1 - 4 yrs",2,"divorced male","none",4,"unknown/none",48,"none","for free",1,1,1,"yes","yes","skilled employee"
883,"1 - 200 DM",30,"critical","car (new)",2181,"unknown","> 7 yrs",4,"single male","none",4,"real estate",36,"none","own",2,1,1,"none","yes","skilled employee"
884,"unknown",18,"critical","radio/tv",1098,"< 100 DM","unemployed",4,"female","none",4,"other",65,"none","own",2,1,1,"none","yes","unemployed non-resident"
885,"1 - 200 DM",24,"repaid","furniture",4057,"< 100 DM","4 - 7 yrs",3,"divorced male","none",3,"other",43,"none","own",1,2,1,"yes","yes","skilled employee"
886,"< 0 DM",12,"repaid","education",795,"< 100 DM","0 - 1 yrs",4,"female","none",4,"building society savings",53,"none","own",1,2,1,"none","yes","skilled employee"
887,"1 - 200 DM",24,"critical","business",2825,"unknown","4 - 7 yrs",4,"single male","none",3,"unknown/none",34,"none","own",2,1,2,"yes","yes","skilled employee"
888,"1 - 200 DM",48,"repaid","business",15672,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"other",23,"none","own",1,2,1,"yes","yes","skilled employee"
889,"unknown",36,"critical","car (new)",6614,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",34,"none","own",2,1,1,"yes","yes","mangement self-employed"
890,"unknown",28,"fully repaid this bank","car (used)",7824,"unknown","0 - 1 yrs",3,"single male","guarantor",4,"real estate",40,"bank","rent",2,1,2,"yes","yes","skilled employee"
891,"< 0 DM",27,"critical","business",2442,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",43,"stores","own",4,1,2,"yes","yes","mangement self-employed"
892,"unknown",15,"critical","radio/tv",1829,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",46,"none","own",2,1,1,"yes","yes","skilled employee"
893,"< 0 DM",12,"critical","car (new)",2171,"< 100 DM","1 - 4 yrs",4,"single male","none",4,"building society savings",38,"bank","own",2,1,1,"none","no","unskilled resident"
894,"1 - 200 DM",36,"critical","car (used)",5800,"< 100 DM","1 - 4 yrs",3,"single male","none",4,"other",34,"none","own",2,1,1,"yes","yes","skilled employee"
895,"unknown",18,"critical","radio/tv",1169,"unknown","1 - 4 yrs",4,"single male","none",3,"building society savings",29,"none","own",2,1,1,"yes","yes","skilled employee"
896,"unknown",36,"delayed","car (used)",8947,"unknown","4 - 7 yrs",3,"single male","none",2,"other",31,"stores","own",1,1,2,"yes","yes","mangement self-employed"
897,"< 0 DM",21,"repaid","radio/tv",2606,"< 100 DM","0 - 1 yrs",4,"female","none",4,"building society savings",28,"none","rent",1,1,1,"yes","yes","mangement self-employed"
898,"unknown",12,"critical","furniture",1592,"> 1000 DM","4 - 7 yrs",3,"female","none",2,"building society savings",35,"none","own",1,1,1,"none","no","skilled employee"
899,"unknown",15,"repaid","furniture",2186,"unknown","4 - 7 yrs",1,"female","none",4,"real estate",33,"bank","rent",1,1,1,"none","yes","unskilled resident"
900,"< 0 DM",18,"repaid","furniture",4153,"< 100 DM","1 - 4 yrs",2,"single male","co-applicant",3,"other",42,"none","own",1,2,1,"none","yes","skilled employee"
901,"< 0 DM",16,"critical","car (new)",2625,"< 100 DM","> 7 yrs",2,"single male","guarantor",4,"building society savings",43,"bank","rent",1,2,1,"yes","yes","skilled employee"
902,"unknown",20,"critical","car (new)",3485,"unknown","0 - 1 yrs",2,"divorced male","none",4,"real estate",44,"none","own",2,1,1,"yes","yes","skilled employee"
903,"unknown",36,"critical","car (used)",10477,"unknown","> 7 yrs",2,"single male","none",4,"unknown/none",42,"none","for free",2,1,1,"none","yes","skilled employee"
904,"unknown",15,"repaid","radio/tv",1386,"unknown","1 - 4 yrs",4,"married male","none",2,"real estate",40,"none","rent",1,1,1,"yes","yes","skilled employee"
905,"unknown",24,"repaid","radio/tv",1278,"< 100 DM","> 7 yrs",4,"single male","none",1,"real estate",36,"none","own",1,1,1,"yes","yes","mangement self-employed"
906,"< 0 DM",12,"repaid","radio/tv",1107,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"real estate",20,"none","rent",1,1,2,"yes","yes","mangement self-employed"
907,"< 0 DM",21,"repaid","car (new)",3763,"unknown","4 - 7 yrs",2,"single male","co-applicant",2,"real estate",24,"none","own",1,1,1,"none","no","unskilled resident"
908,"1 - 200 DM",36,"repaid","education",3711,"unknown","1 - 4 yrs",2,"married male","none",2,"other",27,"none","own",1,1,1,"none","yes","skilled employee"
909,"unknown",15,"delayed","car (used)",3594,"< 100 DM","0 - 1 yrs",1,"female","none",2,"building society savings",46,"none","own",2,1,1,"none","yes","unskilled resident"
910,"1 - 200 DM",9,"repaid","car (new)",3195,"unknown","1 - 4 yrs",1,"female","none",2,"real estate",33,"none","own",1,1,1,"none","yes","unskilled resident"
911,"unknown",36,"delayed","radio/tv",4454,"< 100 DM","1 - 4 yrs",4,"female","none",4,"real estate",34,"none","own",2,1,1,"none","yes","skilled employee"
912,"1 - 200 DM",24,"critical","furniture",4736,"< 100 DM","0 - 1 yrs",2,"female","none",4,"other",25,"bank","own",1,2,1,"none","yes","unskilled resident"
913,"1 - 200 DM",30,"repaid","radio/tv",2991,"unknown","> 7 yrs",2,"female","none",4,"other",25,"none","own",1,1,1,"none","yes","skilled employee"
914,"unknown",11,"repaid","business",2142,"> 1000 DM","> 7 yrs",1,"divorced male","none",2,"real estate",28,"none","own",1,1,1,"yes","yes","skilled employee"
915,"< 0 DM",24,"fully repaid this bank","business",3161,"< 100 DM","1 - 4 yrs",4,"single male","none",2,"building society savings",31,"none","rent",1,2,1,"yes","yes","skilled employee"
916,"1 - 200 DM",48,"fully repaid","others",18424,"< 100 DM","1 - 4 yrs",1,"female","none",2,"building society savings",32,"bank","own",1,2,1,"yes","no","mangement self-employed"
917,"unknown",10,"repaid","car (used)",2848,"101 - 500 DM","1 - 4 yrs",1,"single male","co-applicant",2,"real estate",32,"none","own",1,1,2,"none","yes","skilled employee"
918,"< 0 DM",6,"repaid","car (new)",14896,"< 100 DM","> 7 yrs",1,"single male","none",4,"unknown/none",68,"bank","own",1,2,1,"yes","yes","mangement self-employed"
919,"< 0 DM",24,"repaid","furniture",2359,"101 - 500 DM","unemployed",1,"divorced male","none",1,"building society savings",33,"none","own",1,2,1,"none","yes","skilled employee"
920,"< 0 DM",24,"repaid","furniture",3345,"< 100 DM","> 7 yrs",4,"single male","none",2,"building society savings",39,"none","rent",1,2,1,"yes","yes","mangement self-employed"
921,"unknown",18,"critical","furniture",1817,"< 100 DM","1 - 4 yrs",4,"female","none",2,"unknown/none",28,"none","own",2,1,1,"none","yes","skilled employee"
922,"unknown",48,"delayed","radio/tv",12749,"501 - 1000 DM","4 - 7 yrs",4,"single male","none",1,"other",37,"none","own",1,1,1,"yes","yes","mangement self-employed"
923,"< 0 DM",9,"repaid","radio/tv",1366,"< 100 DM","0 - 1 yrs",3,"female","none",4,"building society savings",22,"none","rent",1,2,1,"none","yes","skilled employee"
924,"1 - 200 DM",12,"repaid","car (new)",2002,"< 100 DM","4 - 7 yrs",3,"single male","none",4,"building society savings",30,"none","rent",1,1,2,"yes","yes","skilled employee"
925,"< 0 DM",24,"fully repaid this bank","furniture",6872,"< 100 DM","0 - 1 yrs",2,"divorced male","none",1,"building society savings",55,"bank","own",1,2,1,"yes","yes","skilled employee"
926,"< 0 DM",12,"fully repaid this bank","car (new)",697,"< 100 DM","0 - 1 yrs",4,"single male","none",2,"other",46,"bank","own",2,2,1,"yes","yes","skilled employee"
927,"< 0 DM",18,"critical","furniture",1049,"< 100 DM","0 - 1 yrs",4,"female","none",4,"building society savings",21,"none","rent",1,1,1,"none","yes","skilled employee"
928,"< 0 DM",48,"repaid","car (used)",10297,"< 100 DM","4 - 7 yrs",4,"single male","none",4,"unknown/none",39,"stores","for free",3,2,2,"yes","yes","skilled employee"
929,"unknown",30,"repaid","radio/tv",1867,"unknown","> 7 yrs",4,"single male","none",4,"other",58,"none","own",1,1,1,"yes","yes","skilled employee"
930,"< 0 DM",12,"delayed","car (new)",1344,"< 100 DM","1 - 4 yrs",4,"single male","none",2,"real estate",43,"none","own",2,1,2,"none","yes","unskilled resident"
931,"< 0 DM",24,"repaid","furniture",1747,"< 100 DM","0 - 1 yrs",4,"single male","co-applicant",1,"building society savings",24,"none","own",1,1,1,"none","no","unskilled resident"
932,"1 - 200 DM",9,"repaid","radio/tv",1670,"< 100 DM","0 - 1 yrs",4,"female","none",2,"other",22,"none","own",1,2,1,"yes","yes","skilled employee"
933,"unknown",9,"critical","car (new)",1224,"< 100 DM","1 - 4 yrs",3,"single male","none",1,"real estate",30,"none","own",2,1,1,"none","yes","skilled employee"
934,"unknown",12,"critical","radio/tv",522,"501 - 1000 DM","> 7 yrs",4,"single male","none",4,"building society savings",42,"none","own",2,1,2,"yes","yes","skilled employee"
935,"< 0 DM",12,"repaid","radio/tv",1498,"< 100 DM","1 - 4 yrs",4,"female","none",1,"other",23,"bank","own",1,1,1,"none","yes","skilled employee"
936,"1 - 200 DM",30,"delayed","radio/tv",1919,"101 - 500 DM","0 - 1 yrs",4,"single male","none",3,"unknown/none",30,"stores","own",2,2,1,"none","yes","mangement self-employed"
937,"> 200 DM",9,"repaid","radio/tv",745,"< 100 DM","1 - 4 yrs",3,"female","none",2,"real estate",28,"none","own",1,2,1,"none","yes","unskilled resident"
938,"1 - 200 DM",6,"repaid","radio/tv",2063,"< 100 DM","0 - 1 yrs",4,"married male","none",3,"other",30,"none","rent",1,1,1,"yes","yes","mangement self-employed"
939,"1 - 200 DM",60,"repaid","education",6288,"< 100 DM","1 - 4 yrs",4,"single male","none",4,"unknown/none",42,"none","for free",1,2,1,"none","yes","skilled employee"
940,"unknown",24,"critical","car (used)",6842,"unknown","1 - 4 yrs",2,"single male","none",4,"building society savings",46,"none","own",2,1,2,"yes","yes","mangement self-employed"
941,"unknown",12,"repaid","car (new)",3527,"unknown","0 - 1 yrs",2,"single male","none",3,"building society savings",45,"none","own",1,1,2,"yes","yes","mangement self-employed"
942,"unknown",10,"repaid","car (new)",1546,"< 100 DM","1 - 4 yrs",3,"single male","none",2,"real estate",31,"none","own",1,1,2,"none","no","unskilled resident"
943,"unknown",24,"repaid","furniture",929,"unknown","4 - 7 yrs",4,"single male","none",2,"other",31,"stores","own",1,1,1,"yes","yes","skilled employee"
944,"unknown",4,"critical","car (new)",1455,"< 100 DM","4 - 7 yrs",2,"single male","none",1,"real estate",42,"none","own",3,1,2,"none","yes","unskilled resident"
945,"< 0 DM",15,"repaid","furniture",1845,"< 100 DM","0 - 1 yrs",4,"female","guarantor",1,"building society savings",46,"none","rent",1,1,1,"none","yes","skilled employee"
946,"1 - 200 DM",48,"fully repaid","car (new)",8358,"501 - 1000 DM","0 - 1 yrs",1,"female","none",1,"other",30,"none","own",2,1,1,"none","yes","skilled employee"
947,"< 0 DM",24,"fully repaid this bank","furniture",3349,"501 - 1000 DM","0 - 1 yrs",4,"single male","none",4,"unknown/none",30,"none","for free",1,2,2,"yes","yes","skilled employee"
948,"unknown",12,"repaid","car (new)",2859,"unknown","unemployed",4,"single male","none",4,"unknown/none",38,"none","own",1,1,1,"yes","yes","mangement self-employed"
949,"unknown",18,"repaid","furniture",1533,"< 100 DM","0 - 1 yrs",4,"married male","co-applicant",1,"building society savings",43,"none","own",1,2,2,"none","yes","unskilled resident"
950,"unknown",24,"repaid","radio/tv",3621,"101 - 500 DM","> 7 yrs",2,"single male","none",4,"other",31,"none","own",2,2,1,"none","yes","skilled employee"
951,"1 - 200 DM",18,"critical","business",3590,"< 100 DM","unemployed",3,"married male","none",3,"other",40,"none","own",3,1,2,"yes","yes","unemployed non-resident"
952,"< 0 DM",36,"delayed","business",2145,"< 100 DM","4 - 7 yrs",2,"single male","none",1,"other",24,"none","own",2,2,1,"yes","yes","skilled employee"
953,"1 - 200 DM",24,"repaid","car (used)",4113,"501 - 1000 DM","0 - 1 yrs",3,"female","none",4,"other",28,"none","rent",1,2,1,"none","yes","skilled employee"
954,"unknown",36,"repaid","furniture",10974,"< 100 DM","unemployed",4,"female","none",2,"other",26,"none","own",2,2,1,"yes","yes","mangement self-employed"
955,"< 0 DM",12,"repaid","car (new)",1893,"< 100 DM","1 - 4 yrs",4,"female","guarantor",4,"building society savings",29,"none","own",1,1,1,"yes","yes","skilled employee"
956,"< 0 DM",24,"critical","radio/tv",1231,"> 1000 DM","> 7 yrs",4,"female","none",4,"building society savings",57,"none","rent",2,1,1,"yes","yes","mangement self-employed"
957,"> 200 DM",30,"critical","radio/tv",3656,"unknown","> 7 yrs",4,"single male","none",4,"building society savings",49,"stores","own",2,1,1,"none","yes","unskilled resident"
958,"1 - 200 DM",9,"critical","radio/tv",1154,"< 100 DM","> 7 yrs",2,"single male","none",4,"real estate",37,"none","own",3,1,1,"none","yes","unskilled resident"
959,"< 0 DM",28,"repaid","car (new)",4006,"< 100 DM","1 - 4 yrs",3,"single male","none",2,"other",45,"none","own",1,2,1,"none","yes","unskilled resident"
960,"1 - 200 DM",24,"repaid","furniture",3069,"101 - 500 DM","> 7 yrs",4,"single male","none",4,"unknown/none",30,"none","for free",1,1,1,"none","yes","skilled employee"
961,"unknown",6,"critical","radio/tv",1740,"< 100 DM","> 7 yrs",2,"married male","none",2,"real estate",30,"none","rent",2,1,1,"none","yes","skilled employee"
962,"1 - 200 DM",21,"delayed","car (new)",2353,"< 100 DM","1 - 4 yrs",1,"divorced male","none",4,"building society savings",47,"none","own",2,1,1,"none","yes","skilled employee"
963,"unknown",15,"repaid","car (new)",3556,"unknown","1 - 4 yrs",3,"single male","none",2,"unknown/none",29,"none","own",1,1,1,"none","yes","skilled employee"
964,"unknown",24,"repaid","radio/tv",2397,"501 - 1000 DM","> 7 yrs",3,"single male","none",2,"other",35,"bank","own",2,2,1,"yes","yes","skilled employee"
965,"1 - 200 DM",6,"repaid","repairs",454,"< 100 DM","0 - 1 yrs",3,"married male","none",1,"building society savings",22,"none","own",1,1,1,"none","yes","unskilled resident"
966,"1 - 200 DM",30,"repaid","radio/tv",1715,"unknown","1 - 4 yrs",4,"female","none",1,"other",26,"none","own",1,1,1,"none","yes","skilled employee"
967,"1 - 200 DM",27,"critical","radio/tv",2520,"501 - 1000 DM","1 - 4 yrs",4,"single male","none",2,"building society savings",23,"none","own",2,2,1,"none","yes","unskilled resident"
968,"unknown",15,"repaid","radio/tv",3568,"< 100 DM","> 7 yrs",4,"female","none",2,"other",54,"bank","rent",1,1,1,"yes","yes","mangement self-employed"
969,"unknown",42,"repaid","radio/tv",7166,"unknown","4 - 7 yrs",2,"married male","none",4,"building society savings",29,"none","rent",1,1,1,"yes","yes","skilled employee"
970,"< 0 DM",11,"critical","car (new)",3939,"< 100 DM","1 - 4 yrs",1,"single male","none",2,"real estate",40,"none","own",2,1,2,"none","yes","unskilled resident"
971,"1 - 200 DM",15,"repaid","repairs",1514,"101 - 500 DM","1 - 4 yrs",4,"single male","guarantor",2,"real estate",22,"none","own",1,1,1,"none","yes","skilled employee"
972,"unknown",24,"repaid","car (new)",7393,"< 100 DM","1 - 4 yrs",1,"single male","none",4,"building society savings",43,"none","own",1,1,2,"none","yes","unskilled resident"
973,"< 0 DM",24,"fully repaid this bank","car (new)",1193,"< 100 DM","unemployed",1,"female","co-applicant",4,"unknown/none",29,"none","rent",2,2,1,"none","yes","unemployed non-resident"
974,"< 0 DM",60,"repaid","business",7297,"< 100 DM","> 7 yrs",4,"single male","co-applicant",4,"unknown/none",36,"none","rent",1,2,1,"none","yes","skilled employee"
975,"unknown",30,"critical","radio/tv",2831,"< 100 DM","1 - 4 yrs",4,"female","none",2,"other",33,"none","own",1,1,1,"yes","yes","skilled employee"
976,"> 200 DM",24,"repaid","radio/tv",1258,"501 - 1000 DM","1 - 4 yrs",3,"female","none",3,"other",57,"none","own",1,1,1,"none","yes","unskilled resident"
977,"1 - 200 DM",6,"repaid","radio/tv",753,"< 100 DM","1 - 4 yrs",2,"female","guarantor",3,"real estate",64,"none","own",1,1,1,"none","yes","skilled employee"
978,"1 - 200 DM",18,"delayed","business",2427,"unknown","> 7 yrs",4,"single male","none",2,"building society savings",42,"none","own",2,1,1,"none","yes","skilled employee"
979,"unknown",24,"delayed","car (new)",2538,"< 100 DM","> 7 yrs",4,"single male","none",4,"other",47,"none","own",2,2,2,"none","yes","unskilled resident"
980,"1 - 200 DM",15,"fully repaid this bank","car (new)",1264,"101 - 500 DM","1 - 4 yrs",2,"married male","none",2,"building society savings",25,"none","rent",1,2,1,"none","yes","skilled employee"
981,"1 - 200 DM",30,"critical","furniture",8386,"< 100 DM","4 - 7 yrs",2,"single male","none",2,"building society savings",49,"none","own",1,2,1,"none","yes","skilled employee"
982,"unknown",48,"repaid","business",4844,"< 100 DM","unemployed",3,"single male","none",2,"other",33,"bank","rent",1,2,1,"yes","yes","mangement self-employed"
983,"> 200 DM",21,"repaid","car (new)",2923,"101 - 500 DM","1 - 4 yrs",1,"female","none",1,"other",28,"bank","own",1,1,1,"yes","yes","mangement self-employed"
984,"< 0 DM",36,"repaid","car (used)",8229,"< 100 DM","1 - 4 yrs",2,"single male","none",2,"building society savings",26,"none","own",1,2,2,"none","yes","skilled employee"
985,"unknown",24,"critical","furniture",2028,"< 100 DM","4 - 7 yrs",2,"single male","none",2,"building society savings",30,"none","own",2,1,1,"none","yes","unskilled resident"
986,"< 0 DM",15,"critical","furniture",1433,"< 100 DM","1 - 4 yrs",4,"female","none",3,"building society savings",25,"none","rent",2,1,1,"none","yes","skilled employee"
987,"> 200 DM",42,"fully repaid","business",6289,"< 100 DM","0 - 1 yrs",2,"divorced male","none",1,"building society savings",33,"none","own",2,1,1,"none","yes","skilled employee"
988,"unknown",13,"repaid","radio/tv",1409,"101 - 500 DM","unemployed",2,"female","none",4,"real estate",64,"none","own",1,1,1,"none","yes","skilled employee"
989,"< 0 DM",24,"repaid","car (used)",6579,"< 100 DM","unemployed",4,"single male","none",2,"unknown/none",29,"none","for free",1,1,1,"yes","yes","mangement self-employed"
990,"1 - 200 DM",24,"critical","radio/tv",1743,"< 100 DM","> 7 yrs",4,"single male","none",2,"building society savings",48,"none","own",2,1,1,"none","yes","unskilled resident"
991,"unknown",12,"critical","education",3565,"unknown","0 - 1 yrs",2,"single male","none",1,"building society savings",37,"none","own",2,1,2,"none","yes","unskilled resident"
992,"unknown",15,"fully repaid this bank","radio/tv",1569,"101 - 500 DM","> 7 yrs",4,"single male","none",4,"other",34,"bank","own",1,1,2,"none","yes","unskilled resident"
993,"< 0 DM",18,"repaid","radio/tv",1936,"unknown","4 - 7 yrs",2,"married male","none",4,"other",23,"none","rent",2,1,1,"none","yes","unskilled resident"
994,"< 0 DM",36,"repaid","furniture",3959,"< 100 DM","unemployed",4,"single male","none",3,"building society savings",30,"none","own",1,1,1,"yes","yes","mangement self-employed"
995,"unknown",12,"repaid","car (new)",2390,"unknown","> 7 yrs",4,"single male","none",3,"other",50,"none","own",1,1,1,"yes","yes","skilled employee"
